game_id,game_date,season,team_home,team_away,pts_home,fg_pct_home,pct_3p_home,ft_pct_home,ast_home,reb_home,pts_away,fg_pct_away,pct_3p_away,ft_pct_away,ast_away,reb_away,home_team_win
10400064,2004-10-22,2004-05,Golden State Warriors,Denver Nuggets,86,0.405,0.300,0.792,15,39,105,0.483,0.364,0.739,29,41,0
10400065,2004-10-22,2004-05,Charlotte Hornets,Portland Trail Blazers,69,0.377,0.300,0.571,24,36,63,0.311,0.217,0.741,9,44,1
10400066,2004-10-22,2004-05,Minnesota Timberwolves,New York Knicks,102,0.523,0.143,0.643,32,46,82,0.333,0.154,0.778,21,41,1
10400067,2004-10-22,2004-05,Utah Jazz,Sacramento Kings,103,0.507,0.667,0.641,25,43,88,0.362,0.250,0.814,16,33,1
10400068,2004-10-22,2004-05,Boston Celtics,Brooklyn Nets,83,0.431,0.273,0.706,14,34,96,0.449,0.231,0.885,21,35,0
10400069,2004-10-22,2004-05,Los Angeles Lakers,Los Angeles Clippers,113,0.465,0.533,0.800,20,46,94,0.357,0.400,0.800,22,43,1
10400070,2004-10-22,2004-05,Atlanta Hawks,Miami Heat,82,0.403,0.111,0.657,20,36,113,0.582,0.357,0.652,16,43,0
10400071,2004-10-22,2004-05,Detroit Pistons,Washington Wizards,100,0.549,0.500,0.810,24,34,82,0.411,0.071,0.724,15,33,1
10400072,2004-10-23,2004-05,Orlando Magic,Houston Rockets,95,0.481,0.364,0.773,20,37,72,0.385,0.000,0.759,12,38,1
10400073,2004-10-23,2004-05,Memphis Grizzlies,Atlanta Hawks,100,0.514,0.500,0.719,28,47,72,0.351,0.286,0.533,17,37,1
10400074,2004-10-23,2004-05,Minnesota Timberwolves,Indiana Pacers,104,0.449,0.353,0.837,23,41,106,0.521,0.450,0.697,21,33,0
10400075,2004-10-23,2004-05,Sacramento Kings,New Orleans Pelicans,92,0.455,0.286,0.903,19,38,87,0.432,0.357,0.621,15,36,1
10400076,2004-10-23,2004-05,Boston Celtics,Cleveland Cavaliers,91,0.479,0.231,0.833,23,35,96,0.486,0.000,0.750,22,33,0
10400077,2004-10-23,2004-05,Philadelphia 76ers,Brooklyn Nets,86,0.422,0.250,0.683,14,40,81,0.408,0.250,0.724,22,43,1
10400078,2004-10-23,2004-05,Chicago Bulls,Toronto Raptors,89,0.380,0.263,0.500,21,43,91,0.453,0.353,0.586,27,55,0
10400079,2004-10-23,2004-05,Milwaukee Bucks,Dallas Mavericks,89,0.393,0.222,0.656,23,46,91,0.430,0.412,0.640,20,42,0
10400080,2004-10-23,2004-05,San Antonio Spurs,Oklahoma City Thunder,91,0.522,0.400,0.680,25,33,82,0.425,0.133,0.900,16,37,1
10400081,2004-10-24,2004-05,Detroit Pistons,Utah Jazz,82,0.419,0.313,0.600,19,39,75,0.385,0.625,0.741,18,40,1
10400082,2004-10-24,2004-05,Los Angeles Clippers,New Orleans Pelicans,97,0.471,0.600,0.769,23,41,96,0.421,0.231,0.744,19,39,1
10400083,2004-10-24,2004-05,New York Knicks,Dallas Mavericks,102,0.506,0.462,0.632,25,42,86,0.366,0.300,0.939,12,38,1
10400084,2004-10-24,2004-05,Washington Wizards,Charlotte Hornets,97,0.455,0.333,0.667,15,42,85,0.444,0.250,0.750,19,38,1
10400085,2004-10-24,2004-05,Denver Nuggets,Indiana Pacers,98,0.487,0.294,0.708,29,43,80,0.365,0.238,0.778,15,41,1
10400087,2004-10-25,2004-05,Portland Trail Blazers,Golden State Warriors,84,0.434,0.222,0.588,23,52,87,0.407,0.100,0.769,23,42,0
10400089,2004-10-25,2004-05,Chicago Bulls,Washington Wizards,100,0.459,0.471,0.750,20,38,95,0.413,0.235,0.806,19,38,1
10400091,2004-10-26,2004-05,Charlotte Hornets,Miami Heat,82,0.446,0.571,0.750,19,41,74,0.388,0.200,0.741,15,36,1
10400092,2004-10-26,2004-05,Philadelphia 76ers,Utah Jazz,97,0.468,0.385,0.773,17,32,88,0.408,0.214,0.818,21,44,1
10400093,2004-10-26,2004-05,Indiana Pacers,Memphis Grizzlies,102,0.485,0.529,0.794,21,30,96,0.446,0.167,0.755,19,36,1
10400094,2004-10-26,2004-05,Denver Nuggets,Toronto Raptors,102,0.494,0.286,0.710,30,40,98,0.472,0.474,0.750,28,40,1
10400095,2004-10-26,2004-05,Phoenix Suns,Oklahoma City Thunder,103,0.486,0.333,0.750,17,44,95,0.378,0.400,0.735,14,41,1
10400096,2004-10-26,2004-05,Brooklyn Nets,New York Knicks,79,0.387,0.077,0.645,19,42,86,0.371,0.250,0.787,17,41,0
10400097,2004-10-26,2004-05,Dallas Mavericks,San Antonio Spurs,94,0.384,0.286,0.727,14,44,98,0.423,0.143,0.698,23,51,0
10400098,2004-10-27,2004-05,Boston Celtics,Detroit Pistons,96,0.525,0.300,0.838,22,38,84,0.383,0.231,0.731,20,30,1
10400100,2004-10-27,2004-05,Orlando Magic,Miami Heat,109,0.438,0.471,0.721,18,49,103,0.422,0.412,0.690,21,39,1
10400101,2004-10-27,2004-05,Indiana Pacers,Chicago Bulls,91,0.449,0.278,0.800,23,42,71,0.375,0.250,0.647,20,43,1
10400102,2004-10-27,2004-05,Minnesota Timberwolves,Milwaukee Bucks,75,0.421,0.375,0.471,24,45,76,0.352,0.100,0.647,17,44,0
10400103,2004-10-27,2004-05,Portland Trail Blazers,Toronto Raptors,97,0.493,0.500,0.556,24,48,95,0.388,0.500,0.733,18,38,1
10400105,2004-10-27,2004-05,Golden State Warriors,Los Angeles Clippers,83,0.360,0.417,0.800,18,44,76,0.384,0.250,0.783,18,49,1
10400107,2004-10-28,2004-05,Brooklyn Nets,Philadelphia 76ers,96,0.471,0.429,0.634,25,43,94,0.464,0.400,0.727,21,34,1
10400108,2004-10-28,2004-05,New York Knicks,Utah Jazz,93,0.400,0.500,0.833,15,35,85,0.438,0.333,0.700,20,39,1
10400110,2004-10-28,2004-05,Dallas Mavericks,Sacramento Kings,112,0.541,0.500,0.824,17,42,93,0.441,0.300,0.750,15,28,1
10400111,2004-10-28,2004-05,Houston Rockets,Denver Nuggets,88,0.434,0.235,0.667,19,44,93,0.516,0.462,0.657,22,34,0
10400113,2004-10-28,2004-05,Los Angeles Clippers,Phoenix Suns,88,0.353,0.091,0.643,21,48,109,0.423,0.316,0.822,19,51,0
10400114,2004-10-29,2004-05,Toronto Raptors,Cleveland Cavaliers,100,0.385,0.273,0.773,23,39,92,0.458,0.250,0.600,20,45,1
10400115,2004-10-29,2004-05,Indiana Pacers,Denver Nuggets,79,0.382,0.278,0.815,12,38,98,0.480,0.500,0.826,26,40,0
10400116,2004-10-29,2004-05,Minnesota Timberwolves,Detroit Pistons,102,0.453,0.353,0.778,26,35,95,0.486,0.600,0.607,23,42,1
10400117,2004-10-29,2004-05,Oklahoma City Thunder,Portland Trail Blazers,91,0.485,0.440,0.737,18,39,87,0.384,0.333,0.889,15,35,1
10400118,2004-10-29,2004-05,San Antonio Spurs,New Orleans Pelicans,102,0.451,0.583,0.756,20,46,86,0.375,0.250,0.808,12,43,1
10400119,2004-10-29,2004-05,Sacramento Kings,Phoenix Suns,96,0.463,0.421,0.632,25,24,122,0.540,0.500,0.704,31,53,0
10500001,2005-10-10,2005-06,Washington Wizards,Cleveland Cavaliers,94,0.432,0.333,0.610,18,41,116,0.507,0.357,0.841,19,38,0
10500002,2005-10-11,2005-06,Philadelphia 76ers,Houston Rockets,91,0.486,0.267,0.773,24,33,105,0.481,0.231,0.788,26,39,0
10500003,2005-10-11,2005-06,Atlanta Hawks,Orlando Magic,93,0.429,0.200,0.744,22,34,104,0.506,0.222,0.759,16,43,0
10500004,2005-10-11,2005-06,Detroit Pistons,Chicago Bulls,87,0.447,0.444,0.652,27,35,76,0.338,0.100,0.719,13,49,1
10500005,2005-10-11,2005-06,Sacramento Kings,Dallas Mavericks,83,0.437,0.200,0.818,20,26,96,0.556,1.000,0.926,17,36,0
10500006,2005-10-11,2005-06,Los Angeles Lakers,Golden State Warriors,101,0.400,0.083,0.707,14,47,93,0.357,0.296,0.729,16,44,1
10500007,2005-10-11,2005-06,Brooklyn Nets,Indiana Pacers,105,0.500,0.455,0.698,21,39,103,0.425,0.348,0.733,21,28,1
10500008,2005-10-11,2005-06,Cleveland Cavaliers,Boston Celtics,96,0.435,0.318,0.725,17,34,86,0.400,0.286,0.783,20,45,1
10500009,2005-10-12,2005-06,Toronto Raptors,Utah Jazz,101,0.415,0.125,0.653,17,37,102,0.429,0.364,0.727,19,54,0
10500010,2005-10-12,2005-06,Memphis Grizzlies,Chicago Bulls,86,0.444,0.500,0.611,21,34,82,0.370,0.333,0.686,15,46,1
10500011,2005-10-12,2005-06,Minnesota Timberwolves,Milwaukee Bucks,89,0.500,0.389,0.625,23,34,92,0.474,0.500,0.533,17,43,0
10500012,2005-10-12,2005-06,Los Angeles Lakers,Golden State Warriors,81,0.385,0.143,0.806,15,37,112,0.434,0.429,0.838,18,44,0
10500013,2005-10-12,2005-06,Portland Trail Blazers,Oklahoma City Thunder,82,0.310,0.190,0.839,17,48,75,0.391,0.182,0.826,13,37,1
10500014,2005-10-12,2005-06,Philadelphia 76ers,San Antonio Spurs,100,0.493,0.455,0.875,18,50,88,0.398,0.231,0.864,19,40,1
10500015,2005-10-12,2005-06,Atlanta Hawks,Charlotte Hornets,109,0.487,0.667,0.853,18,40,105,0.479,0.444,0.524,28,38,1
10500016,2005-10-12,2005-06,Houston Rockets,Orlando Magic,84,0.407,0.533,0.875,17,32,80,0.412,0.200,0.568,17,35,1
10500017,2005-10-12,2005-06,Los Angeles Clippers,Dallas Mavericks,95,0.405,0.333,0.813,15,39,80,0.429,0.500,0.667,18,40,1
10500018,2005-10-13,2005-06,Indiana Pacers,Utah Jazz,99,0.426,0.444,0.878,15,31,92,0.468,0.250,0.783,23,36,1
10500019,2005-10-13,2005-06,Denver Nuggets,New Orleans Pelicans,90,0.397,0.500,0.706,18,39,100,0.480,0.500,0.714,25,42,0
10500020,2005-10-13,2005-06,Charlotte Hornets,Brooklyn Nets,76,0.308,0.214,0.781,14,42,95,0.470,0.400,0.628,18,50,0
10500021,2005-10-13,2005-06,Detroit Pistons,Milwaukee Bucks,95,0.456,0.417,0.581,24,53,88,0.390,0.571,0.686,19,36,1
10500022,2005-10-13,2005-06,San Antonio Spurs,Washington Wizards,91,0.414,0.313,0.757,22,52,95,0.429,0.417,0.615,20,39,0
10500023,2005-10-14,2005-06,Indiana Pacers,Minnesota Timberwolves,93,0.462,0.389,0.788,17,34,84,0.424,0.471,0.625,16,37,1
10500024,2005-10-14,2005-06,Oklahoma City Thunder,Phoenix Suns,113,0.482,0.400,0.714,25,37,114,0.488,0.419,0.895,28,42,0
10500025,2005-10-14,2005-06,Boston Celtics,Toronto Raptors,107,0.483,0.333,0.767,20,44,100,0.422,0.300,0.706,24,36,1
10500026,2005-10-14,2005-06,Cleveland Cavaliers,Philadelphia 76ers,98,0.393,0.240,0.647,20,49,100,0.455,0.471,0.667,18,47,0
10500027,2005-10-14,2005-06,Los Angeles Clippers,Sacramento Kings,84,0.411,0.500,0.739,22,40,90,0.423,0.250,0.840,26,40,0
10500028,2005-10-14,2005-06,Miami Heat,Memphis Grizzlies,91,0.492,0.417,0.703,16,35,101,0.405,0.400,0.733,19,45,0
10500029,2005-10-15,2005-06,Orlando Magic,New Orleans Pelicans,101,0.557,0.571,0.594,20,36,83,0.449,0.286,0.652,20,33,1
10500030,2005-10-15,2005-06,Memphis Grizzlies,Washington Wizards,104,0.606,0.500,0.611,25,34,79,0.355,0.429,0.576,13,42,1
10500031,2005-10-15,2005-06,Denver Nuggets,Portland Trail Blazers,112,0.532,0.538,0.724,30,47,85,0.470,0.000,0.605,19,36,1
10500032,2005-10-15,2005-06,Phoenix Suns,Los Angeles Clippers,87,0.450,0.429,0.667,27,46,90,0.395,0.364,0.643,19,44,0
10500033,2005-10-15,2005-06,Brooklyn Nets,New York Knicks,84,0.446,0.083,0.810,15,36,93,0.456,0.286,0.633,18,46,0
10500034,2005-10-15,2005-06,Miami Heat,Charlotte Hornets,72,0.375,0.267,0.476,10,52,82,0.378,0.077,0.792,15,41,0
10500035,2005-10-15,2005-06,Chicago Bulls,Boston Celtics,116,0.506,0.727,0.667,23,45,97,0.472,0.500,0.667,18,37,1
10500036,2005-10-15,2005-06,Milwaukee Bucks,Cleveland Cavaliers,91,0.409,0.500,0.780,16,35,89,0.390,0.133,0.771,20,51,1
10500037,2005-10-15,2005-06,San Antonio Spurs,Houston Rockets,87,0.400,0.389,0.640,25,37,95,0.463,0.385,0.903,23,40,0
10500039,2005-10-16,2005-06,New York Knicks,Dallas Mavericks,102,0.425,0.400,0.809,21,36,104,0.526,0.300,0.724,15,34,0
10500040,2005-10-16,2005-06,Detroit Pistons,Minnesota Timberwolves,91,0.419,0.250,0.750,20,45,80,0.370,0.300,0.583,20,33,1
10500041,2005-10-16,2005-06,Sacramento Kings,Golden State Warriors,114,0.514,0.455,0.795,20,41,99,0.416,0.350,0.667,16,38,1
10500042,2005-10-17,2005-06,Charlotte Hornets,Atlanta Hawks,94,0.481,0.333,0.708,20,33,88,0.493,0.545,0.727,11,37,1
10500043,2005-10-17,2005-06,Utah Jazz,Phoenix Suns,95,0.452,0.500,0.867,16,38,106,0.464,0.357,0.900,23,42,0
10500044,2005-10-17,2005-06,Chicago Bulls,Minnesota Timberwolves,89,0.429,0.385,0.750,18,36,97,0.486,0.438,0.815,21,37,0
10500045,2005-10-17,2005-06,Houston Rockets,Oklahoma City Thunder,93,0.444,0.333,0.767,23,42,85,0.370,0.400,0.893,18,35,1
10500046,2005-10-18,2005-06,Indiana Pacers,San Antonio Spurs,94,0.393,0.188,0.735,16,54,81,0.442,0.167,0.909,22,40,1
10500047,2005-10-18,2005-06,New Orleans Pelicans,Atlanta Hawks,94,0.479,0.400,0.818,19,35,97,0.577,0.545,0.750,30,32,0
10500048,2005-10-18,2005-06,Sacramento Kings,Denver Nuggets,99,0.410,0.235,0.886,22,38,102,0.493,0.500,0.719,18,43,0
10500049,2005-10-18,2005-06,Portland Trail Blazers,Los Angeles Clippers,85,0.326,0.467,0.733,17,40,99,0.526,0.500,0.941,23,42,0
10500050,2005-10-18,2005-06,New York Knicks,Philadelphia 76ers,99,0.405,0.286,0.644,19,46,114,0.493,0.364,0.691,20,40,0
10500051,2005-10-18,2005-06,Miami Heat,Orlando Magic,95,0.479,0.235,0.793,24,34,91,0.397,0.278,0.800,16,34,1
10500052,2005-10-18,2005-06,Detroit Pistons,Dallas Mavericks,88,0.417,0.286,0.778,20,42,94,0.434,0.600,0.800,20,42,0
10500053,2005-10-18,2005-06,Los Angeles Lakers,Washington Wizards,111,0.489,0.154,0.821,26,43,108,0.500,0.455,0.581,20,41,1
10500054,2005-10-19,2005-06,Toronto Raptors,Brooklyn Nets,107,0.435,0.400,0.759,18,37,105,0.476,0.154,0.641,28,49,1
10500055,2005-10-19,2005-06,Cleveland Cavaliers,Memphis Grizzlies,88,0.391,0.304,0.730,15,34,84,0.395,0.211,0.870,17,40,1
10500056,2005-10-19,2005-06,Milwaukee Bucks,Detroit Pistons,104,0.446,0.375,0.471,26,45,94,0.444,0.529,0.700,16,45,1
10500057,2005-10-19,2005-06,Oklahoma City Thunder,Los Angeles Clippers,99,0.500,0.455,0.839,22,33,93,0.449,0.400,0.694,21,33,1
10500058,2005-10-19,2005-06,Boston Celtics,Chicago Bulls,82,0.381,0.500,0.674,17,44,98,0.480,0.417,0.600,21,37,0
10500060,2005-10-19,2005-06,Golden State Warriors,Phoenix Suns,108,0.455,0.522,0.571,19,58,96,0.446,0.258,0.600,26,42,1
10500061,2005-10-20,2005-06,Washington Wizards,Charlotte Hornets,96,0.383,0.364,0.634,19,51,89,0.396,0.313,0.500,24,51,1
10500062,2005-10-20,2005-06,Philadelphia 76ers,Cleveland Cavaliers,102,0.489,0.167,0.476,19,29,106,0.506,0.357,0.630,29,50,0
10500063,2005-10-20,2005-06,Minnesota Timberwolves,Indiana Pacers,76,0.385,0.176,0.650,22,33,93,0.460,0.143,0.829,17,42,0
10500064,2005-10-20,2005-06,New Orleans Pelicans,San Antonio Spurs,90,0.434,0.400,0.500,19,40,97,0.466,0.300,0.852,24,50,0
10500065,2005-10-20,2005-06,Portland Trail Blazers,Utah Jazz,73,0.290,0.267,0.806,16,32,92,0.474,0.000,0.909,22,49,0
10500066,2005-10-20,2005-06,Los Angeles Lakers,Denver Nuggets,94,0.425,0.176,0.630,24,40,105,0.528,0.333,0.706,27,34,0
10500067,2005-10-21,2005-06,Denver Nuggets,Washington Wizards,97,0.418,0.400,0.735,23,44,91,0.352,0.143,0.730,14,59,1
10500068,2005-10-21,2005-06,Toronto Raptors,Boston Celtics,93,0.430,0.250,0.733,23,34,83,0.500,0.154,0.643,24,38,1
10500069,2005-10-21,2005-06,Phoenix Suns,Oklahoma City Thunder,113,0.530,0.458,0.875,28,38,81,0.337,0.292,0.762,9,42,1
10500070,2005-10-21,2005-06,Brooklyn Nets,Philadelphia 76ers,93,0.435,0.000,0.786,22,47,91,0.411,0.357,0.667,30,36,1
10500071,2005-10-21,2005-06,Chicago Bulls,Milwaukee Bucks,107,0.417,0.364,0.744,20,46,105,0.402,0.500,0.889,21,45,1
10500072,2005-10-21,2005-06,Dallas Mavericks,New York Knicks,86,0.437,0.455,0.655,19,26,85,0.517,0.250,0.706,13,48,1
10500073,2005-10-21,2005-06,Los Angeles Lakers,Charlotte Hornets,109,0.507,0.125,0.791,23,43,93,0.418,0.353,0.700,21,31,1
10500074,2005-10-22,2005-06,Orlando Magic,Atlanta Hawks,105,0.458,0.357,0.791,23,37,100,0.493,0.571,0.683,14,33,1
10500075,2005-10-22,2005-06,Memphis Grizzlies,Houston Rockets,82,0.375,0.333,0.719,18,41,78,0.365,0.250,0.741,14,45,1
10500076,2005-10-22,2005-06,Portland Trail Blazers,Sacramento Kings,80,0.366,0.412,0.591,22,45,100,0.432,0.222,0.833,20,51,0
10500077,2005-10-22,2005-06,Boston Celtics,Brooklyn Nets,90,0.478,0.333,0.767,23,45,69,0.353,0.000,0.818,19,40,1
10500078,2005-10-22,2005-06,Detroit Pistons,Miami Heat,87,0.422,0.455,0.632,21,58,66,0.362,0.000,0.444,13,43,1
10500079,2005-10-22,2005-06,Milwaukee Bucks,Minnesota Timberwolves,85,0.394,0.250,0.839,19,39,89,0.438,0.313,0.538,19,48,0
10500080,2005-10-22,2005-06,San Antonio Spurs,New York Knicks,90,0.403,0.333,0.605,20,46,96,0.444,0.333,0.605,20,47,0
10500081,2005-10-22,2005-06,Golden State Warriors,Oklahoma City Thunder,95,0.375,0.259,0.903,21,42,108,0.468,0.250,0.816,20,48,0
10500082,2005-10-23,2005-06,Cleveland Cavaliers,Toronto Raptors,87,0.412,0.333,0.719,18,42,83,0.370,0.267,0.833,16,41,1
10500083,2005-10-23,2005-06,Dallas Mavericks,Los Angeles Clippers,80,0.388,0.429,0.714,18,43,99,0.481,0.600,0.833,22,43,0
10500084,2005-10-23,2005-06,Los Angeles Lakers,Charlotte Hornets,98,0.434,0.375,0.644,23,48,97,0.386,0.263,0.774,25,44,1
10500085,2005-10-23,2005-06,Sacramento Kings,Phoenix Suns,88,0.423,0.238,0.739,17,37,100,0.527,0.414,0.667,29,41,0
10500086,2005-10-23,2005-06,Houston Rockets,Washington Wizards,75,0.453,0.200,0.714,19,39,71,0.361,0.286,0.654,11,38,1
10500087,2005-10-24,2005-06,Toronto Raptors,Portland Trail Blazers,98,0.446,0.391,0.833,23,35,105,0.594,0.417,0.828,22,32,0
10500088,2005-10-24,2005-06,Miami Heat,Atlanta Hawks,84,0.388,0.273,0.706,12,40,83,0.440,0.333,0.789,18,49,1
10500089,2005-10-24,2005-06,Memphis Grizzlies,Orlando Magic,65,0.303,0.273,0.733,12,46,67,0.306,0.143,0.538,13,44,0
10500090,2005-10-23,2005-06,New Orleans Pelicans,Denver Nuggets,93,0.382,0.200,0.756,11,42,97,0.486,0.313,0.774,17,39,0
10500091,2005-10-24,2005-06,Golden State Warriors,Los Angeles Clippers,82,0.373,0.143,0.655,12,48,112,0.500,0.556,0.861,27,48,0
10500092,2005-10-25,2005-06,Philadelphia 76ers,New York Knicks,71,0.277,0.118,0.742,10,40,80,0.478,0.333,0.632,17,52,0
10500093,2005-10-25,2005-06,Brooklyn Nets,Boston Celtics,118,0.457,0.333,0.774,24,45,116,0.506,0.545,0.774,30,38,1
10500094,2005-10-25,2005-06,Chicago Bulls,Memphis Grizzlies,88,0.464,0.357,0.655,26,39,95,0.456,0.583,0.594,22,38,0
10500095,2005-10-25,2005-06,New Orleans Pelicans,Miami Heat,111,0.500,0.500,0.711,25,53,91,0.400,0.333,0.550,17,37,1
10500096,2005-10-25,2005-06,Dallas Mavericks,Milwaukee Bucks,94,0.436,0.385,0.656,18,47,86,0.373,0.400,0.800,11,40,1
10500097,2005-10-25,2005-06,San Antonio Spurs,Indiana Pacers,86,0.471,0.417,0.652,23,36,97,0.507,0.615,0.613,24,36,0
10500098,2005-10-25,2005-06,Los Angeles Lakers,Utah Jazz,95,0.421,0.462,0.758,22,40,71,0.466,0.000,0.773,23,29,1
10500099,2005-10-26,2005-06,Minnesota Timberwolves,Chicago Bulls,100,0.514,0.375,0.692,25,38,92,0.402,0.250,0.680,22,46,1
10500100,2005-10-26,2005-06,Denver Nuggets,Milwaukee Bucks,118,0.533,0.444,0.791,30,42,115,0.471,0.375,0.706,23,32,1
10500101,2005-10-26,2005-06,Phoenix Suns,Sacramento Kings,112,0.477,0.423,0.810,34,46,102,0.410,0.421,0.765,17,52,1
10500102,2005-10-26,2005-06,Portland Trail Blazers,Toronto Raptors,78,0.429,0.200,0.727,19,39,100,0.476,0.438,0.682,27,35,0
10500103,2005-10-26,2005-06,Boston Celtics,Cleveland Cavaliers,101,0.522,0.200,0.730,24,25,100,0.478,0.462,0.833,17,37,1
10500104,2005-10-26,2005-06,Charlotte Hornets,Indiana Pacers,109,0.482,0.357,0.733,26,46,103,0.463,0.125,0.893,25,38,1
10500105,2005-10-26,2005-06,Houston Rockets,Utah Jazz,88,0.433,0.462,0.727,17,46,80,0.403,0.500,0.588,19,36,1
10500106,2005-10-27,2005-06,Phoenix Suns,Golden State Warriors,97,0.391,0.324,0.857,21,55,92,0.429,0.250,0.737,19,38,1
10500109,2005-10-27,2005-06,Dallas Mavericks,Detroit Pistons,103,0.493,0.313,0.743,18,37,97,0.460,0.444,0.867,20,41,1
10500113,2005-10-28,2005-06,Atlanta Hawks,New Orleans Pelicans,104,0.577,0.600,0.731,21,42,90,0.432,0.167,0.706,20,27,1
10500114,2005-10-28,2005-06,Indiana Pacers,Washington Wizards,77,0.425,0.400,0.692,19,44,85,0.442,0.286,0.765,18,43,0
10500116,2005-10-28,2005-06,Utah Jazz,Denver Nuggets,83,0.406,0.250,0.706,17,43,89,0.471,0.100,0.710,12,36,0
10500117,2005-10-28,2005-06,Oklahoma City Thunder,Portland Trail Blazers,96,0.494,0.474,0.579,20,39,85,0.471,0.000,0.704,25,34,1
10500118,2005-10-28,2005-06,New York Knicks,Brooklyn Nets,86,0.456,0.333,0.656,15,36,91,0.458,0.125,0.766,17,30,0
10500119,2005-10-28,2005-06,Los Angeles Lakers,Sacramento Kings,105,0.434,0.143,0.744,14,44,103,0.447,0.263,0.750,22,47,1
10500120,2005-10-10,2005-06,Miami Heat,San Antonio Spurs,103,0.522,0.286,0.692,19,38,101,0.506,0.400,0.652,23,37,1
10500121,2005-10-28,2005-06,Minnesota Timberwolves,Detroit Pistons,96,0.429,0.467,0.814,14,45,92,0.367,0.471,0.857,20,44,1
10600007,2006-10-09,2006-07,Washington Wizards,Toronto Raptors,88,0.438,0.313,0.704,15,48,93,0.380,0.417,0.853,18,35,0
10600008,2006-10-10,2006-07,Charlotte Hornets,Orlando Magic,90,0.341,0.200,0.775,18,40,109,0.486,0.375,0.708,17,43,0
10600009,2006-10-10,2006-07,Cleveland Cavaliers,Boston Celtics,93,0.459,0.083,0.649,17,43,109,0.481,0.214,0.588,19,48,0
10600010,2006-10-10,2006-07,New Orleans Pelicans,Dallas Mavericks,84,0.411,0.200,0.852,14,41,81,0.408,0.133,0.708,19,48,1
10600012,2006-10-10,2006-07,Los Angeles Lakers,Utah Jazz,94,0.508,0.533,0.571,25,38,79,0.412,0.364,0.385,22,52,1
10600013,2006-10-10,2006-07,Houston Rockets,Memphis Grizzlies,69,0.357,0.250,0.684,18,40,75,0.391,0.308,0.607,16,46,0
10600014,2006-10-10,2006-07,Miami Heat,Detroit Pistons,64,0.315,0.294,0.867,17,38,84,0.437,0.250,0.588,19,45,0
10600015,2006-10-10,2006-07,Philadelphia 76ers,Phoenix Suns,103,0.488,0.467,0.692,17,47,100,0.422,0.353,0.857,25,44,1
10600017,2006-10-11,2006-07,Toronto Raptors,Boston Celtics,118,0.444,0.250,0.816,27,38,112,0.458,0.455,0.800,22,42,1
10600018,2006-10-11,2006-07,Indiana Pacers,Brooklyn Nets,103,0.470,0.125,0.649,24,57,89,0.375,0.118,0.692,15,42,1
10600019,2006-10-11,2006-07,Memphis Grizzlies,Atlanta Hawks,91,0.386,0.154,0.714,12,35,108,0.500,0.471,0.688,24,44,0
10600020,2006-10-11,2006-07,Minnesota Timberwolves,Milwaukee Bucks,98,0.485,0.438,0.614,23,48,93,0.360,0.375,0.821,18,40,1
10600021,2006-10-11,2006-07,Portland Trail Blazers,Oklahoma City Thunder,89,0.444,0.444,0.739,18,35,99,0.457,0.357,0.667,13,39,0
10600022,2006-10-11,2006-07,Chicago Bulls,Washington Wizards,87,0.413,0.400,0.528,22,41,86,0.439,0.400,0.774,16,38,1
10600024,2006-10-12,2006-07,Los Angeles Lakers,Oklahoma City Thunder,104,0.344,0.333,0.361,29,29,101,0.342,0.076,0.461,15,36,1
10600025,2006-10-12,2006-07,Dallas Mavericks,Sacramento Kings,90,0.397,0.267,0.824,17,43,111,0.470,0.400,0.658,22,43,0
10600027,2006-10-13,2006-07,Charlotte Hornets,Milwaukee Bucks,100,0.438,0.357,0.721,23,40,104,0.452,0.438,0.700,21,38,0
10600028,2006-10-13,2006-07,New Orleans Pelicans,Orlando Magic,85,0.478,0.222,0.760,21,32,100,0.529,0.500,0.719,24,40,0
10600029,2006-10-13,2006-07,Minnesota Timberwolves,Detroit Pistons,96,0.551,0.182,0.692,23,38,101,0.481,0.364,0.677,20,33,0
10600030,2006-10-13,2006-07,Boston Celtics,Cleveland Cavaliers,82,0.387,0.429,0.778,18,35,91,0.480,0.500,0.722,22,44,0
10600031,2006-10-13,2006-07,New York Knicks,Brooklyn Nets,111,0.470,0.154,0.721,23,49,97,0.394,0.400,0.660,20,42,1
10600032,2006-10-13,2006-07,Houston Rockets,Atlanta Hawks,107,0.493,0.424,0.679,22,44,93,0.420,0.250,0.880,14,33,1
10600033,2006-10-14,2006-07,Atlanta Hawks,Miami Heat,91,0.395,0.278,0.880,21,36,81,0.425,0.286,0.536,22,43,1
10600034,2006-10-14,2006-07,Philadelphia 76ers,New York Knicks,100,0.384,0.357,0.763,21,50,102,0.407,0.176,0.784,17,50,0
10600035,2006-10-14,2006-07,Indiana Pacers,Utah Jazz,84,0.371,0.125,0.755,13,31,97,0.438,0.308,0.806,16,47,0
10600036,2006-10-14,2006-07,Memphis Grizzlies,Detroit Pistons,101,0.481,0.571,0.697,21,36,89,0.412,0.500,0.737,16,43,1
10600037,2006-10-14,2006-07,San Antonio Spurs,Orlando Magic,87,0.515,0.294,0.667,20,35,92,0.434,0.467,0.950,22,42,0
10600038,2006-10-14,2006-07,Cleveland Cavaliers,Washington Wizards,89,0.455,0.500,0.688,23,44,93,0.468,0.313,0.583,20,36,0
